POINT: 2218,1870,38.860766,-104.835025,1854
POINT: 1386,628,38.855868,-104.829324,1848
POINT: 4250,601,38.856712,-104.849746,1890
POINT: 4641,3035,38.867624,-104.854168,1940
POINT: 932,2651,38.862825,-104.827017,1854
POINT: 520,486,38.862825,-104.824237,1853
POINT: 500,891,38.856496,-104.824177,1855
POINT: 4641,2519,38.865289,-104.853824,1934
POINT: 4551,2613,38.865618,-104.853204,1937
